date,quarter,house_id,house_type,sales_type,year_build,%_change_between_offer_and_purchase,rooms,sqm,sqm_price,address,zipcode,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,purchaseprice
6716,78,823674,4,3,1973,0,7,199,23366.834,45051,2300,312,1,3,0,0.79,3.48,4650000
8098,95,601796,2,3,1972,-7,4,71,26056.338,60444,3220,528,4,3,0,0.81,2.12,1850000
7163,84,767530,3,3,1972,0,6,194,25231.959,61921,2970,262,1,3,0,0.56,3.06,4895000
8002,94,620765,0,3,2019,0,2,40,30122.5,15165,9000,3,5,2,0,1.15,2.26,1204900
9172,107,330249,3,3,2007,0,3,105,25476.191,40431,8320,353,2,2,0,1.85,1.47,2675000
4121,48,1116761,4,3,2000,0,5,185,17297.297,12558,6000,300,7,2,2,1.82,4.36,3200000
8379,98,538619,3,3,1986,-4,3,99,24242.424,53104,2970,262,1,3,0,0.81,2.12,2400000
9512,110,217247,4,3,1966,0,4,110,18136.363,18467,3650,24,4,3,0,1.85,1.47,1995000
8946,104,404682,0,3,1965,0,3,80,29312.5,61456,2610,428,1,3,0,0.42,1.1,2345000
4279,50,1096669,2,2,1965,0,5,116,4827.5864,14574,8400,110,2,2,2.5,1.92,5.14,560000
9910,115,35314,4,3,1961,0,4,103,19029.127,34031,4700,371,6,3,3.6,1.13,4.34,1960000
4292,50,1094923,4,3,1972,0,5,150,16993.334,29352,3600,144,4,3,2.5,1.92,5.14,2549000
5828,68,921255,4,3,2011,0,6,176,2414.7727,17706,6920,578,7,2,0.75,2.31,4.53,425000
2066,25,1321452,0,3,1987,0,3,88,7885.6816,62889,9620,7,5,2,3,2.9,7.33,693940
1803,21,1343532,4,3,1967,0,5,154,7535.195,41394,8800,575,2,2,3.5,2.5,6.6,1160420
3442,40,1196791,4,3,1971,0,5,145,14137.931,16170,3520,130,4,3,2,2.08,5.11,2050000
3847,45,1153519,4,3,1974,0,6,144,8923.611,63700,6715,122,7,2,2,1.82,4.36,1285000
2887,34,1251952,0,3,1957,0,2,105,5809.524,32400,9600,11,5,2,3.25,2.42,6.69,610000
5616,65,946948,0,3,1911,0,1,42,17857.143,41143,7600,490,7,2,1,2.31,4.53,750000
9994,116,14814,4,3,1962,-7,4,110,8409.091,32640,8870,318,2,2,3.6,1.13,4.34,925000
4831,56,1025603,4,3,1976,0,5,152,2691.8948,50693,7830,582,7,2,4,1.69,5.7,409168
1001,12,1405677,3,3,1988,0,3,103,7868.4175,6277,3400,225,4,3,3.25,2.13,7.84,810447
2048,24,1322724,4,3,1937,0,5,129,8409.341,44235,4700,371,6,3,2.75,2.5,6.6,1084805
8774,102,443745,4,3,1924,0,7,228,7434.2104,667,6400,511,7,2,0,0.76,1.35,1695000
8540,100,503422,2,3,2008,0,4,96,9375,53746,4540,150,6,3,0,0.76,1.35,900000
6055,71,896337,1,1,1900,0,8,232,6563.1465,46416,5560,12,3,1,1,2.76,4.75,1522650
1842,22,1340188,4,3,1972,0,4,138,7971.0146,25942,5700,500,3,1,3.25,2.5,6.6,1100000
1681,20,1352768,4,3,1986,0,4,137,12148.759,18872,5260,386,3,1,4.25,1.85,6.27,1664380
9259,108,296395,2,1,1928,0,6,129,9554.264,20267,3360,325,4,3,0,1.85,1.47,1232500
7311,85,746955,4,2,2010,0,4,162,8284.056,26979,4200,460,6,3,0,0.45,2.78,1342017
4195,49,1107721,4,3,1928,0,6,129,30038.76,46130,4000,414,6,3,2.25,1.92,5.14,3875000
2373,28,1296482,4,1,1960,0,8,191,6910.9946,4506,4571,181,6,3,4.5,2.9,7.33,1320000
9684,112,96121,1,3,1900,0,3,112,2678.5715,53230,5400,68,3,1,2.6,3.31,4.79,300000
6541,76,843531,2,3,2013,0,4,74,7736.4863,40453,8400,110,2,2,0,2.4,3.66,572500
9064,105,366729,4,3,1961,-7,4,94,13829.787,8702,5290,341,3,1,0,0.42,1.1,1300000
7752,90,669267,4,3,2006,0,5,120,12500,14329,9492,64,5,2,0,0.25,2.55,1500000
5891,69,914056,4,3,2011,-3,4,126,18452.38,1401,3210,561,4,3,0.75,2.76,4.75,2325000
8863,103,424516,0,3,2018,-6,5,133,18984.963,28166,9210,5,5,2,0,0.42,1.1,2525000
3150,37,1227229,0,3,1895,0,3,139,29496.402,30771,5000,381,3,1,2.75,2.08,5.11,4100000
7950,93,632632,4,3,1900,0,3,129,3837.2092,29117,3700,432,0,0,0,1.15,2.26,495000
4329,50,1089726,0,3,1905,0,4,125,3640,25914,7760,251,7,2,2.5,1.92,5.14,455000
4230,49,1102926,4,3,1950,0,4,96,3333.3333,8343,6372,91,7,2,2.25,1.92,5.14,320000
9835,114,54867,2,1,1940,0,3,42,12142.857,62123,4560,579,6,3,3.6,3.31,4.79,510000
10029,116,5977,2,3,2009,-3,6,144,11458.333,31764,9460,83,5,2,3.6,1.13,4.34,1650000
6466,75,852537,2,1,1961,0,3,54,11648.148,50030,4500,367,6,3,0.25,2.4,3.66,629000
1603,19,1359095,4,3,1929,0,5,160,1718.75,20531,5230,382,3,1,3.75,1.85,6.27,275000
5641,66,944317,4,3,1935,0,6,132,13598.484,11055,4600,315,6,3,0.75,2.31,4.53,1795000
2538,30,1282853,0,3,1964,0,7,161,9161.49,59131,8543,241,2,2,4.75,2.34,7.05,1475000
9594,111,117215,4,3,1933,-2,4,100,22250,3022,4180,470,6,3,1.75,3.31,4.79,2225000
7688,90,682456,3,3,1900,-4,3,101,27425.742,15594,2700,89,1,3,0,0.25,2.55,2770000
9841,114,53542,1,1,1898,0,5,240,12750,5667,8362,261,2,2,3.6,3.31,4.79,3060000
911,11,1412238,4,3,1989,0,5,149,7429.5303,59710,8310,535,2,2,3.25,2.13,7.84,1107000
5379,63,970463,4,3,1969,0,6,168,7023.8096,58020,7673,201,7,2,1.2,1.3,5.5,1180000
9198,107,320235,1,3,1954,-5,6,160,11562.5,65467,9352,107,5,2,0,1.85,1.47,1850000
8648,101,476731,2,3,1974,-2,4,70,14642.857,37411,7700,519,7,2,0,0.76,1.35,1025000
7518,88,711465,1,1,1900,0,4,150,8666.667,46070,8300,380,2,2,0,0.45,2.78,1300000
1531,18,1364701,4,3,1877,0,6,180,2930.4167,14523,6300,183,7,2,3.5,1.85,6.27,527475
9414,109,244968,4,3,1997,-2,5,147,17353.742,14355,8960,403,2,2,0,1.85,1.47,2551000
9700,112,91345,3,1,1966,0,5,119,26470.588,39497,2990,361,1,3,2.6,3.31,4.79,3150000
2325,27,1300047,3,3,1974,0,5,132,12750,35818,4000,414,6,3,4.25,2.9,7.33,1683000
10038,116,3327,4,3,2006,0,6,182,14532.967,19014,7490,45,7,2,3.6,1.13,4.34,2645000
8602,100,488137,4,3,1973,0,5,157,14636.942,49329,6710,123,7,2,0,0.76,1.35,2298000
2847,34,1255815,4,3,1980,0,7,227,5506.608,59949,8831,333,2,2,3.25,2.42,6.69,1250000
8664,101,472515,4,3,1967,0,6,190,12605.263,53058,3600,144,4,3,0,0.76,1.35,2395000
9087,106,357074,3,3,2019,1,3,111,15360.36,65830,4400,278,6,3,0,0.42,1.1,1705000
1603,19,1359138,0,3,1970,0,3,80,6250,4382,9210,5,5,2,3.75,1.85,6.27,500000
9713,113,85862,4,3,1965,-1,6,188,18324.469,2250,4390,583,6,3,3.1,3.31,4.79,3445000
237,3,1459460,4,3,1941,0,5,121,5546.3555,27353,4100,412,6,3,5,1.99,8.39,671109
3136,37,1228522,4,3,2004,0,5,162,2160.494,52353,7000,140,7,2,2.75,2.08,5.11,350000
4903,57,1017742,4,3,1937,-5,5,107,8644.859,60900,5700,500,3,1,4,3.42,6.52,925000
612,7,1433365,4,3,1972,0,4,146,4349.315,52318,6800,558,7,2,6,2.13,9.09,635000
4827,56,1026182,4,3,1930,-2,5,117,37777.777,37287,2870,108,1,3,4,1.69,5.7,4420000
9586,111,119063,4,3,1975,-5,5,126,6746.0317,58396,4583,443,6,3,1.75,3.31,4.79,850000
453,5,1444030,0,3,1967,0,2,53,8490.566,50652,8410,431,2,2,5,2.13,9.09,450000
1539,18,1364026,4,3,1935,0,5,133,3007.5188,1832,7700,519,7,2,3.5,1.85,6.27,400000
1250,15,1387037,4,3,1951,0,7,177,1836.1582,35615,6261,78,7,2,3.25,2.18,7.2,325000
2283,27,1303536,4,3,1949,0,6,140,8571.429,43411,8600,441,2,2,4.25,2.9,7.33,1200000
9209,107,316121,4,3,1962,0,4,116,25818.965,30127,9400,379,5,2,0,1.85,1.47,2995000
5178,60,988182,4,3,1960,-5,4,106,8490.566,52303,7441,71,7,2,4.25,3.42,6.52,900000
9620,112,111693,4,3,1960,-7,4,118,10550.848,42692,4180,470,6,3,2.6,3.31,4.79,1245000
9930,115,30722,4,3,1967,0,4,108,18518.518,64290,3650,24,4,3,3.6,1.13,4.34,2000000
9088,106,356758,4,3,1917,1,3,120,5858.3335,2655,4863,125,6,3,0,0.42,1.1,703000
8498,99,513744,4,3,1998,0,4,110,4181.8184,32491,6971,472,7,2,0,0.76,1.35,460000
4721,55,1038848,1,3,1920,0,6,258,15116.279,4379,9500,232,5,2,4,1.69,5.7,3900000
9727,113,82796,4,3,1968,-3,4,120,24166.666,46042,8600,441,2,2,3.1,3.31,4.79,2900000
8902,104,417098,0,3,1953,-2,3,66,8863.637,33501,8930,401,2,2,0,0.42,1.1,585000
1937,23,1331675,4,3,1962,0,4,136,3750,35090,3550,461,4,3,2.75,2.5,6.6,510000
1384,16,1376632,0,3,1900,0,3,62,24193.549,28123,7800,450,7,2,3.25,2.18,7.2,1500000
9255,108,298126,1,3,1957,0,6,168,16636.904,33816,4534,263,6,3,0,1.85,1.47,2795000
4295,50,1094368,4,3,2007,0,6,151,2490.7285,58146,8653,518,2,2,2.5,1.92,5.14,376100
8663,101,472829,0,3,1948,-3,2,61,27049.18,61703,2870,108,1,3,0,0.76,1.35,1650000
2955,35,1245064,4,3,1934,0,4,129,6511.628,35790,8700,243,2,2,3.25,2.42,6.69,840000
3568,42,1183465,4,3,1936,0,5,162,6018.5186,16059,6830,376,7,2,2,1.15,5.26,975000
8250,96,567614,0,0,1932,0,2,67,22302.984,63315,4990,436,6,3,0,0.81,2.12,1494300
9177,107,328416,4,3,1900,-3,4,258,9011.628,53925,3700,432,0,0,0,1.85,1.47,2325000
7542,88,705294,4,3,2018,0,6,215,3023.2559,14247,7330,76,7,2,0,0.45,2.78,650000
2770,33,1262698,3,3,1988,0,2,64,5625,44221,9370,197,5,2,3.25,2.42,6.69,360000
9324,108,271748,4,3,1970,-4,4,132,16628.787,55059,5700,500,3,1,0,1.85,1.47,2195000
9575,111,121724,4,3,1963,-3,6,142,10563.38,54958,4700,371,6,3,1.75,3.31,4.79,1500000
8096,95,602144,4,3,1969,-1,7,170,8735.294,44302,3740,498,0,0,0,0.81,2.12,1485000
7083,83,778541,4,3,1967,-3,3,117,14957.265,47515,5210,385,3,1,0,0.56,3.06,1750000
9296,108,282164,2,3,1972,0,3,50,13000,31997,4760,591,6,3,0,1.85,1.47,650000
9968,116,21625,4,3,1977,-2,4,134,17350.746,30230,7000,140,7,2,3.6,1.13,4.34,2325000
7958,93,630816,4,1,1925,0,7,172,2627.6047,62738,7860,474,7,2,0,1.15,2.26,451948
4104,48,1118934,3,3,2010,0,3,75,10333.333,41054,5900,417,3,1,2,1.82,4.36,775000
9029,105,378165,3,3,1949,0,4,87,17241.379,37291,6600,562,7,2,0,0.42,1.1,1500000
3720,44,1168194,4,1,1973,0,4,125,10000,20897,3230,184,4,3,2,1.15,5.26,1250000
9512,110,217275,4,3,2023,0,5,210,6166.6665,65081,9500,232,5,2,0,1.85,1.47,1295000
5738,67,932529,4,3,1930,0,3,113,24115.045,35324,5000,381,3,1,0.75,2.31,4.53,2725000
8127,95,595802,3,3,1971,-2,5,138,17753.623,14186,2980,299,1,3,0,0.81,2.12,2450000
3735,44,1166713,4,3,1947,0,4,141,7092.1987,51551,4180,470,6,3,2,1.15,5.26,1000000
8463,99,521237,0,3,1949,-6,4,83,39759.035,50123,2920,97,1,3,0,0.76,1.35,3300000
5728,67,933455,4,3,1973,-4,4,164,14634.146,8699,2670,180,1,3,0.75,2.31,4.53,2400000
8209,96,578036,3,3,1982,-2,5,112,20982.143,34635,4030,539,6,3,0,0.81,2.12,2350000
3476,41,1193972,4,3,1958,0,4,150,6333.3335,28837,6100,193,7,2,2,1.15,5.26,950000
8533,100,504977,4,3,1972,-2,4,143,20489.51,5799,2980,299,1,3,0,0.76,1.35,2930000
4022,47,1130146,4,1,2023,0,4,175,11657.143,4116,2720,557,1,3,2,1.82,4.36,2040000
1819,22,1342225,4,3,1966,0,7,241,4141.0786,16179,8464,157,2,2,3.25,2.5,6.6,998000
3799,44,1159319,4,1,1865,0,5,133,8090.2256,45592,3140,597,4,3,2,1.15,5.26,1076000
6318,74,869515,0,3,1953,-5,2,64,13281.25,27407,2610,428,1,3,0.75,2.4,3.66,850000
9462,110,231195,4,3,1955,-1,5,124,35080.645,60313,2650,254,1,3,0,1.85,1.47,4350000
1946,23,1330899,4,3,1930,0,6,130,10264.069,9750,5000,381,3,1,2.75,2.5,6.6,1334329
4572,53,1058718,3,3,1979,0,4,96,6770.8335,24687,6360,526,7,2,3.5,1.69,5.7,650000
8358,98,543402,4,3,1965,-3,6,122,14754.099,51680,9230,501,5,2,0,0.81,2.12,1800000
9004,105,385343,0,3,2017,0,3,109,36146.79,9257,9400,379,5,2,0,0.42,1.1,3940000
3551,42,1185709,4,3,1940,0,3,75,9666.667,58130,9000,3,5,2,2,1.15,5.26,725000
1973,23,1328647,0,3,1939,0,3,60,21983.334,40274,6900,451,7,2,2.75,2.5,6.6,1319000
3725,44,1167818,4,3,2005,0,6,141,7985.8154,30664,2765,462,1,3,2,1.15,5.26,1126000
8402,98,533370,3,3,2019,0,3,97,32474.227,13653,7000,140,7,2,0,0.81,2.12,3150000
8272,97,562324,4,3,2021,0,5,183,3661.2021,62667,5700,500,3,1,0,0.81,2.12,670000
6021,70,900389,4,2,1979,0,4,120,16666.666,60774,2770,285,1,3,0.75,2.76,4.75,2000000
5415,63,966514,3,3,2008,-3,4,113,14601.77,3655,4140,73,6,3,1.2,1.3,5.5,1650000
3225,38,1219858,0,3,1908,0,2,60,16760.217,54822,3300,145,4,3,2.5,2.08,5.11,1005613
5276,61,980460,4,2,2008,0,5,162,9469.136,25329,9320,228,5,2,3.5,1.3,5.5,1534000
1025,12,1404032,4,1,1908,0,5,192,2390.625,62743,7600,490,7,2,3.25,2.13,7.84,459000
7054,82,782630,3,2,1978,0,3,102,6127.451,10911,7100,564,7,2,0,0.56,3.06,625000
4497,52,1067734,3,3,2008,0,5,120,35331.793,26221,4420,408,6,3,3,1.92,5.14,4239815
2127,25,1317014,0,3,1954,0,2,45,15000,41557,4500,367,6,3,3,2.9,7.33,675000
9574,111,121988,3,3,1967,0,4,144,19444.445,12986,8330,54,2,2,1.75,3.31,4.79,2800000
4230,49,1102898,4,2,1916,0,4,76,11384.868,2649,4140,73,6,3,2.25,1.92,5.14,865250
1399,17,1375514,0,3,1900,0,3,78,19564.104,26875,3600,144,4,3,3.5,1.85,6.27,1526000
3355,39,1206199,4,3,1918,0,4,97,3762.8867,31623,5450,393,3,1,2,2.08,5.11,365000
9175,107,329518,4,3,2021,0,5,156,3434.0642,4805,7800,450,7,2,0,1.85,1.47,535714
9224,107,310509,0,3,2011,-5,4,123,28861.79,33892,2850,370,1,3,0,1.85,1.47,3550000
1628,19,1357104,4,3,1900,0,6,196,2612.2449,29006,6900,451,7,2,3.75,1.85,6.27,512000
2712,32,1267432,4,3,1963,0,5,130,10992.308,36005,3600,144,4,3,3.75,2.34,7.05,1429000
8130,95,595427,2,3,1966,0,4,85,11705.883,5361,4070,290,6,3,0,0.81,2.12,995000
2144,25,1315277,4,3,1968,0,5,144,5451.3887,52422,5690,532,3,1,3,2.9,7.33,785000
10058,117,1447042,3,3,2017,0,3,106,24481.133,18847,4100,412,6,3,3.35,1.13,4.34,2595000
10058,117,1446813,4,3,1927,-5,3,122,13934.426,65715,4550,36,6,3,3.35,1.13,4.34,1700000
2521,30,1284478,2,3,1932,0,6,163,4141.1045,24268,4983,101,6,3,4.75,2.34,7.05,675000
6885,80,803845,4,3,1966,0,8,239,19665.271,10453,7700,519,7,2,0,0.79,3.48,4700000
9086,106,357395,4,3,1961,3,7,154,10714.286,48729,3370,344,4,3,0,0.42,1.1,1650000
6311,74,870320,3,3,2002,0,4,101,16089.109,7424,8800,575,2,2,0.75,2.4,3.66,1625000
9459,110,232218,2,1,1975,0,3,69,8869.565,44914,8799,312,2,2,0,1.85,1.47,612000
9858,114,47689,4,3,2021,-2,7,192,19390.625,60330,9600,11,5,2,3.6,3.31,4.79,3723000
8465,99,520731,4,1,1948,0,4,251,15936.255,51181,2970,262,1,3,0,0.76,1.35,4000000
5627,65,945808,4,3,2013,0,5,162,4290.1235,60038,6800,558,7,2,1,2.31,4.53,695000
1169,14,1394159,4,3,1973,0,4,110,8709.091,47411,8382,226,2,2,3.25,2.18,7.2,958000
5749,67,931472,0,3,1960,0,2,41,37195.12,23836,3630,277,4,3,0.75,2.31,4.53,1525000
4987,58,1007771,4,3,1973,-4,5,156,9775.641,44678,9220,4,5,2,4,3.42,6.52,1525000
4979,58,1008787,4,3,2011,-4,4,146,7876.7124,12279,9000,3,5,2,4,3.42,6.52,1150000
9246,107,300412,4,3,1887,-4,6,157,20063.693,26261,5000,381,3,1,0,1.85,1.47,3150000
9085,106,357803,2,3,1976,0,4,60,20000,36904,4050,449,6,3,0,0.42,1.1,1200000
5793,67,925780,4,1,1959,0,4,86,5813.9536,59896,4700,371,6,3,0.75,2.31,4.53,500000
2737,32,1265208,4,3,1964,0,3,100,15528.8,24946,2665,554,1,3,3.75,2.34,7.05,1552880
9693,112,93576,1,3,1917,0,4,141,23049.645,47521,8300,380,2,2,2.6,3.31,4.79,3250000
2934,35,1246983,1,1,1878,0,8,239,12552.301,31329,7330,76,7,2,3.25,2.42,6.69,3000000
9440,110,237712,3,3,2023,0,4,113,26548.672,4394,2765,462,1,3,0,1.85,1.47,3000000
9792,114,66522,4,3,1947,-2,3,117,10811.966,25519,5620,172,3,1,3.6,3.31,4.79,1265000
7752,90,669393,4,3,1969,-3,4,107,15420.561,11785,4600,315,6,3,0,0.25,2.55,1650000
2917,34,1248891,4,3,1999,0,5,195,11025.641,49941,8450,198,2,2,3.25,2.42,6.69,2150000
5766,67,929495,2,1,1978,0,3,55,13136.363,15246,3700,432,0,0,0.75,2.31,4.53,722500
7365,86,737424,2,3,1972,-5,4,60,12250,60057,4873,593,6,3,0,0.45,2.78,735000
5692,66,937883,4,3,1935,0,3,103,15048.544,48290,7100,564,7,2,0.75,2.31,4.53,1550000
9342,109,265427,0,3,1901,0,2,52,21153.846,65051,2300,312,1,3,0,1.85,1.47,1100000
9733,113,81588,4,3,1975,-4,4,112,14580.357,65742,5240,384,3,1,3.1,3.31,4.79,1633000
5526,64,956246,4,3,1955,0,7,171,5043.86,2031,9800,231,5,2,1,1.3,5.5,862500
7710,90,678117,1,3,1913,0,4,130,11521.73,32947,4100,412,6,3,0,0.25,2.55,1497825
9113,106,347695,4,3,1960,-2,3,83,25843.373,9354,2630,514,1,3,0,0.42,1.1,2145000
2233,26,1307262,4,2,1971,0,4,106,3372.7263,61120,9800,231,5,2,3.5,2.9,7.33,357509
1075,13,1400952,4,3,1970,0,4,110,3000,21598,6200,0,7,2,3.25,2.18,7.2,330000
7996,94,621886,4,3,1966,-5,4,134,6044.776,49577,6990,548,7,2,0,1.15,2.26,810000
6641,78,833399,4,2,1964,0,7,202,10599.837,49899,8270,256,2,2,0,0.79,3.48,2141167
2942,35,1246151,4,3,1962,0,5,127,5039.37,60293,9900,143,5,2,3.25,2.42,6.69,640000
4403,51,1077998,4,3,1910,0,5,106,3066.0378,18860,4983,101,6,3,2.75,1.92,5.14,325000
2330,28,1299700,4,3,1900,0,4,125,7512,2060,4622,208,6,3,4.5,2.9,7.33,939000
1324,16,1381073,3,3,1984,0,4,85,8788.235,18330,3200,216,4,3,3.25,2.18,7.2,747000
8106,95,599989,2,3,1975,-5,5,59,13559.322,65956,3720,2,0,0,0,0.81,2.12,800000
1055,12,1402053,4,3,1980,0,5,113,8646.018,23425,8210,10,2,2,3.25,2.13,7.84,977000
566,7,1436144,4,3,1999,0,6,238,1155.4622,19968,8600,441,2,2,6,2.13,9.09,275000
9065,105,366388,2,3,1992,0,3,47,14893.617,54627,4970,424,6,3,0,0.42,1.1,700000
4683,54,1043738,1,3,1900,0,6,175,1714.2858,17481,4200,460,6,3,3.75,1.69,5.7,300000
5550,65,954221,4,3,1955,-6,6,174,21551.725,900,2880,49,1,3,1,2.31,4.53,3750000
10157,118,100,2,3,1970,0,3,42,8571.429,1001,2740,453,1,3,3.1,1.92702541,4.107445433,360000
3130,37,1228964,4,3,1984,0,5,100,15250,36632,4040,275,6,3,2.75,2.08,5.11,1525000
7177,84,765768,0,3,1896,-1,4,82,37256.098,23476,2100,308,1,3,0,0.56,3.06,3055000
3060,36,1235107,4,3,1963,0,5,157,6019.1084,65087,7620,322,7,2,3.25,2.42,6.69,945000
8714,102,458665,4,3,1953,0,6,174,27586.207,55697,7500,236,7,2,0,0.76,1.35,4800000
9406,109,247441,4,3,1972,4,4,133,21804.512,54193,3250,165,4,3,0,1.85,1.47,2900000
9732,113,81828,0,3,1981,-5,3,79,31139.24,7897,2860,505,1,3,3.1,3.31,4.79,2460000
4399,51,1080785,4,3,1960,0,4,96,4375,49270,9293,303,5,2,2.75,1.92,5.14,420000
5133,60,991793,4,3,1939,0,5,145,6172.4136,16058,6830,376,7,2,4.25,3.42,6.52,895000
9418,109,244254,4,3,2013,-1,5,167,21377.246,37309,8700,243,2,2,0,1.85,1.47,3570000
3606,42,1178779,4,3,1959,0,4,112,8035.7144,26865,5750,410,3,1,2,1.15,5.26,900000
7893,92,644161,4,3,1966,-6,4,152,24013.158,36726,3070,464,4,3,0,0.25,2.55,3650000
9059,105,368510,4,3,1966,-3,4,112,26785.715,6310,2670,180,1,3,0,0.42,1.1,3000000
5083,59,996842,0,3,1940,0,3,102,12598.039,16385,6000,300,7,2,4,3.42,6.52,1285000
2267,27,1304724,2,3,2013,0,4,106,6320.755,48027,8420,298,2,2,4.25,2.9,7.33,670000
6041,70,898445,0,3,2009,-5,4,107,25233.645,58137,2450,313,1,3,0.75,2.76,4.75,2700000
9699,112,91722,3,3,1977,0,4,112,28526.785,5953,2670,180,1,3,2.6,3.31,4.79,3195000
9627,112,110215,4,3,1969,-2,4,126,30158.73,32475,3000,217,4,3,2.6,3.31,4.79,3800000
1949,23,1330666,4,3,1953,0,3,80,13312.5,22241,7400,223,7,2,2.75,2.5,6.6,1065000
90,1,1469734,3,3,1861,0,3,153,3296.2876,7730,5250,388,3,1,6.25,1.99,8.39,504332
8595,100,490133,4,3,1907,0,5,150,6666.6665,29598,5450,393,3,1,0,0.76,1.35,1000000
4438,52,1073744,4,3,1880,0,2,91,4945.055,29230,4930,340,6,3,3,1.92,5.14,450000
6315,74,869919,4,3,1968,0,4,142,13225.353,64323,2630,514,1,3,0.75,2.4,3.66,1878000
7396,86,731782,3,3,1965,-3,4,105,10952.381,19286,5210,385,3,1,0,0.45,2.78,1150000
1314,16,1381820,4,3,1908,0,4,157,6369.427,412,5320,13,3,1,3.25,2.18,7.2,1000000
9034,105,376534,4,3,2022,0,6,198,4020.202,57461,4700,371,6,3,0,0.42,1.1,796000
9754,113,76495,4,3,2002,0,6,170,23500,28363,7120,565,7,2,3.1,3.31,4.79,3995000
1201,14,1391518,4,3,1974,0,4,108,6435.185,63701,4250,148,6,3,3.25,2.18,7.2,695000
4321,50,1090844,4,3,1971,0,4,117,20470.086,45599,8260,576,2,2,2.5,1.92,5.14,2395000
3731,44,1167124,4,3,1985,0,5,151,8576.159,62098,9220,4,5,2,2,1.15,5.26,1295000
4019,47,1130466,4,1,1975,0,4,125,4624,8712,7160,545,7,2,2,1.82,4.36,578000
8885,104,419980,0,3,1959,1,2,62,21129.033,8101,3460,60,4,3,0,0.42,1.1,1310000
1222,14,1389817,4,3,1984,0,7,185,4961.3516,50657,5500,347,3,1,3.25,2.18,7.2,917850
4071,48,1123319,1,2,1927,0,5,137,2936.8103,60364,6630,425,7,2,2,1.82,4.36,402343
2787,33,1261362,4,3,2002,0,4,122,14672.131,49266,3070,464,4,3,3.25,2.42,6.69,1790000
3209,38,1221543,4,3,2005,0,5,141,1914.8937,55204,4671,492,6,3,2.5,2.08,5.11,270000
2460,29,1289838,4,3,1974,0,5,133,7932.331,37175,6440,44,7,2,4.75,2.34,7.05,1055000
4451,52,1072357,2,3,2007,0,4,101,29702.97,15534,9492,64,5,2,3,1.92,5.14,3000000
5329,62,975876,4,3,1977,0,4,149,7382.5503,20256,3650,24,4,3,2,1.3,5.5,1100000
4589,53,1056782,4,3,1947,-3,4,105,13809.523,11244,4581,434,6,3,3.5,1.69,5.7,1450000
2111,25,1318152,2,1,1928,0,5,158,5917.7217,54310,3210,561,4,3,3,2.9,7.33,935000
3446,40,1196659,4,3,1960,0,4,142,8661.972,27070,7600,490,7,2,2,2.08,5.11,1230000
3910,46,1145537,4,3,2007,0,4,148,2944.5945,60009,4684,235,6,3,2,1.82,4.36,435800
550,6,1437520,4,3,1900,0,6,192,2582.2917,20489,7830,582,7,2,6,2.13,9.09,495800
9191,107,323151,3,3,2022,0,5,130,20266.924,19432,8600,441,2,2,0,1.85,1.47,2634700
7337,86,742789,4,3,1966,0,4,125,17560,16150,3660,479,4,3,0,0.45,2.78,2195000
4881,57,1020317,4,3,2009,0,5,150,5476.6665,24630,8520,329,2,2,4,3.42,6.52,821500
4140,48,1114445,4,3,2012,0,5,179,4741.9834,60958,9310,587,5,2,2,1.82,4.36,848815
1551,18,1363197,4,3,1876,0,3,160,3500.0437,2296,5642,348,3,1,3.5,1.85,6.27,560007
1218,14,1390041,0,3,1882,0,4,76,27705.025,46437,2200,310,1,3,3.25,2.18,7.2,2105582
5216,61,985423,4,2,1990,0,5,140,3571.4285,51400,8850,61,2,2,3.5,1.3,5.5,500000
3466,41,1195000,4,3,1956,0,5,130,14615.385,19636,2880,49,1,3,2,1.15,5.26,1900000
7729,90,673851,2,3,1998,-7,5,113,10619.469,44352,7130,273,7,2,0,0.25,2.55,1200000
4454,52,1072128,4,3,1903,0,5,107,8037.3833,41149,3770,20,0,0,3,1.92,5.14,860000
8719,102,457620,4,3,1959,0,5,124,7661.2905,19530,7441,71,7,2,0,0.76,1.35,950000
9748,113,78247,2,3,1972,0,4,65,12153.846,37384,5450,393,3,1,3.1,3.31,4.79,790000
8523,99,507732,0,2,1927,0,3,120,37916.668,27647,7400,223,7,2,0,0.76,1.35,4550000
945,11,1409908,4,3,1996,0,5,146,9554.795,70,8600,441,2,2,3.25,2.13,7.84,1395000
4248,49,1100338,4,1,1984,0,5,149,4409.396,8952,8960,403,2,2,2.25,1.92,5.14,657000
9440,110,237654,4,3,1998,-1,6,153,13496.732,50362,8783,242,2,2,0,1.85,1.47,2065000
4138,48,1114586,4,3,2001,0,6,144,9201.389,15838,8800,575,2,2,2,1.82,4.36,1325000
7404,86,730335,3,0,1980,0,5,183,19098.361,52851,3070,464,4,3,0,0.45,2.78,3495000
10040,116,2738,2,3,1978,-1,3,57,29385.965,50163,4573,257,6,3,3.6,1.13,4.34,1675000
6318,74,869526,0,0,1912,0,6,229,6550.2183,52592,5892,185,3,1,0.75,2.4,3.66,1500000
8763,102,446284,4,3,1940,-7,7,208,6466.346,25818,9800,231,5,2,0,0.76,1.35,1345000
503,6,1440772,4,3,1967,0,5,171,5116.959,59826,7700,519,7,2,6,2.13,9.09,875000
